Sample_unique_id,Treat,Plate,library,Cell,Dose,Time,Compound name,Catalog Number,Catalog Number.1,smiles
sample5_496,Compd1732,Plate18,5,293T,10uM,24h,Trilobatin,Cpd1732,4192-90-9,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample5_497,Compd1733,Plate18,5,293T,10uM,24h,Pinostrobin chalcone,Cpd1733,18956-15-5,COC1=CC(=C(C(=C1)O)C(=O)C=CC2=CC=CC=C2)O
sample5_498,Compd1734,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3-O-β-D-gluco
side",Cpd1734,145134-61-8,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
sample5_5,Compd1605,Plate17,5,293T,10uM,24h,Rhaponticin 2''-O-gallate,Cpd1605,94356-24-8,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O
sample5_50,Compd1650,Plate17,5,293T,10uM,24h,10-Hydroxy-2-d ecenoic acid,Cpd1650,14113-05-4,C(CCCC=CC(=O)O)CCCO
sample5_500,Compd1736,Plate18,5,293T,10uM,24h,Withanolide A,Cpd1736,32911-62-9,CC1=C(C(=O)OC(C1)C(C)(C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)O)C
sample5_501,Compd1737,Plate18,5,293T,10uM,24h,Dihydroberberin e,Cpd1737,483-15-8,COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2)OCO5)OC
sample5_502,Compd1738,Plate18,5,293T,10uM,24h,"Hydroxy-γ-san
shool",Cpd1738,78886-66-5,CC=CC=CC=CCCC=CC=CC(=O)NCC(C)(C)O
sample5_503,Compd1739,Plate18,5,293T,10uM,24h,Glaucine,Cpd1739,475-81-0,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC
sample5_504,Compd1740,Plate18,5,293T,10uM,24h,Hydroxy-β-san shool,Cpd1740,97465-69-5,CC=CC=CC=CCCC=CC(=O)NCC(C)(C)O
sample5_505,Compd1741,Plate18,5,293T,10uM,24h,Coniferin,Cpd1741,531-29-3,COC1=C(C=CC(=C1)C=CCO)OC2C(C(C(C(O2)CO)O)O)O
sample5_506,Compd1742,Plate18,5,293T,10uM,24h,"Syringetin-3-O-r
utinoside",Cpd1742,53430-50-5,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C(=C5)OC)O)OC)O)O)O)O)O)O
sample5_507,Compd1743,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3-β-rutinoside",Cpd1743,205527-00-0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=C(C3=O)C(=C(C(=C4)O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O
sample5_508,Compd1744,Plate18,5,293T,10uM,24h,"6-Hydroxykaem pferol
3,6-diglucoside",Cpd1744,142674-16-6,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
sample5_509,Compd1745,Plate18,5,293T,10uM,24h,Neoquassin,Cpd1745,76-77-7,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(O3)O)C)OC)C)C)OC
sample5_51,Compd1651,Plate17,5,293T,10uM,24h,Cholic acid,Cpd1651,81-25-4,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
sample5_510,Compd1746,Plate18,5,293T,10uM,24h,Kuwanon G,Cpd1746,75629-19-5,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C(C5=C4OC(=C(C5=O)CC=C(C)C)C6=C(C=C(C=C6)O)O)O)O
sample5_511,Compd1747,Plate18,5,293T,10uM,24h,Aromadendrin,Cpd1747,480-20-6,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
sample5_512,Compd1748,Plate18,5,293T,10uM,24h,"12-Deoxywithas
tramonolide",Cpd1748,60124-17-6,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)CO
sample5_513,Compd1749,Plate18,5,293T,10uM,24h,5-Hydroxy-3-(4-hydroxybenzyl)-7-methoxychroman-4-one,Cpd1749,108001-32-7,COC1=CC(=C2C(=C1)OCC(C2=O)CC3=CC=C(C=C3)O)O
sample5_514,Compd1750,Plate18,5,293T,10uM,24h,(-)-Heraclenol,Cpd1750,139079-42-8,CC(C)(C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O)O
sample5_515,Compd1751,Plate18,5,293T,10uM,24h,"5,7,3',4',5'-Penta
methoxyflavone",Cpd1751,53350-26-8,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC(=C(C(=C3)OC)OC)OC
sample5_516,Compd1752,Plate18,5,293T,10uM,24h,"5,7,3',4'-Tetram
ethoxyflavone",Cpd1752,855-97-0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC)OC
sample5_517,Compd1753,Plate18,5,293T,10uM,24h,"Isorhamnetin
7-O-β-D-gluco pyranoside",Cpd1753,6743-96-0,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
sample5_518,Compd1754,Plate18,5,293T,10uM,24h,"Syringetin
3-O-β-D-gluco side",Cpd1754,40039-49-4,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O
sample5_519,Compd1755,Plate18,5,293T,10uM,24h,Jervine,Cpd1755,469-59-0,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1
sample5_52,Compd1652,Plate17,5,293T,10uM,24h,Phillygenin,Cpd1652,487-39-8,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)OC
sample5_520,Compd1756,Plate18,5,293T,10uM,24h,Berberrubine,Cpd1756,15401-69-1,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)O.[Cl-]
sample5_521,Compd1757,Plate18,5,293T,10uM,24h,Pinosylvin,Cpd1757,22139-77-1,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O
sample5_522,Compd1758,Plate18,5,293T,10uM,24h,Agnuside,Cpd1758,11027-63-7,C1=COC(C2C1C(C=C2COC(=O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O
sample5_523,Compd1759,Plate18,5,293T,10uM,24h,1-Kestose,Cpd1759,470-69-9,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)CO)O)O)O)O
sample5_524,Compd1760,Plate18,5,293T,10uM,24h,"1F-Fructofurano
sylnystose",Cpd1760,59432-60-9,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)COC5(C(C(C(O5)CO)O)O)CO)O)O)O)O
sample5_525,Compd1761,Plate18,5,293T,10uM,24h,Punicalin,Cpd1761,65995-64-4,C1C2C(C(C(C(O2)O)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C5C6=C4C(=O)OC7=C(C(=C(C8=C(C(=C(C=C8C(=O)O1)O)O)O)C(=C67)C(=O)O5)O)O)O)O)O)O)O
sample5_526,Compd1762,Plate18,5,293T,10uM,24h,"Gambogenic
acid",Cpd1762,173932-75-7,CC(=CCCC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=CC4CC5C3(O2)C(C4=O)(OC5(C)C)CC=C(C)C(=O)O)CC=C(C)C)O)C)C
sample5_528,Compd1764,Plate18,5,293T,10uM,24h,Veratramine,Cpd1764,60-70-8,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O
sample5_529,Compd1765,Plate18,5,293T,10uM,24h,Nystose,Cpd1765,13133-07-8,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)CO)O)O)O)O
sample5_53,Compd1653,Plate17,5,293T,10uM,24h,"Quercetin
3-O-(6’’-gall
oyl)-β-D-gluco pyranoside",Cpd1653,56316-75-7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O
sample5_530,Compd1766,Plate18,5,293T,10uM,24h,"Quercetin
3-O-sophoroside
-7-O-rhamnosid e",Cpd1766,64828-40-6,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O
sample5_531,Compd1767,Plate18,5,293T,10uM,24h,"Isorhamnetin 3,7-O-diglucosi
de",Cpd1767,6758-51-6,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
sample5_532,Compd1768,Plate18,5,293T,10uM,24h,Timosaponin AⅢ,Cpd1768,41059-79-4,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1
sample5_533,Compd1769,Plate18,5,293T,10uM,24h,Neomangiferin,Cpd1769,64809-67-2,C1=C2C(=CC(=C1OC3C(C(C(C(O3)CO)O)O)O)O)OC4=C(C2=O)C(=C(C(=C4)O)C5C(C(C(C(O5)CO)O)O)O)O
sample5_534,Compd1770,Plate18,5,293T,10uM,24h,Hydroxy-α-san shool,Cpd1770,83883-10-7,CC=CC=CC=CCCC=CC(=O)NCC(C)(C)O
sample5_535,Compd1771,Plate18,5,293T,10uM,24h,Morellic acid,Cpd1771,5304-71-2,CC(=CCC1=C2C(=C(C3=C1OC45C6C(=O)C(CC4(C(O6)(C)C)CC=C(C)C(=O)O)C=C5C3=O)O)C=CC(O2)(C)C)C
sample5_536,Compd1772,Plate18,5,293T,10uM,24h,Acanthoside B,Cpd1772,7374-79-0,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC5C(C(C(C(O5)CO)O)O)O)OC
sample5_537,Compd1773,Plate18,5,293T,10uM,24h,"Pinosylvin
monomethyl ether",Cpd1773,35302-70-6,COC1=CC(=CC(=C1)O)C=CC2=CC=CC=C2
sample5_538,Compd1774,Plate18,5,293T,10uM,24h,Decursin,Cpd1774,5928-25-6,CC(=CC(=O)OC1CC2=C(C=C3C(=C2)C=CC(=O)O3)OC1(C)C)C
sample5_539,Compd1775,Plate18,5,293T,10uM,24h,Butein,Cpd1775,487-52-5,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
sample5_54,Compd1654,Plate17,5,293T,10uM,24h,"Quercetin
3-O-(6’’-gall
oyl)-β-D-galact opyranoside",Cpd1654,53171-28-1,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O
sample5_540,Compd1776,Plate18,5,293T,10uM,24h,Sophocarpine,Cpd1776,6483-15-4,C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4
sample5_541,Compd1777,Plate18,5,293T,10uM,24h,Arjunolic acid,Cpd1777,465-00-9,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)O)C
sample5_542,Compd1778,Plate18,5,293T,10uM,24h,"Liquiritin
apioside",Cpd1778,74639-14-8,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(CO5)(CO)O)O
sample5_543,Compd1779,Plate18,5,293T,10uM,24h,Gambogic acid,Cpd1779,2752-65-0,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C
sample5_544,Compd1780,Plate18,5,293T,10uM,24h,"Epigambogic
acid",Cpd1780,887606-04-4,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C
sample5_545,Compd1781,Plate18,5,293T,10uM,24h,"Anemarrhenasa
ponin I",Cpd1781,163047-21-0,CC1C2C(C(C3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)O)OC1(CCC(C)C)O
sample5_546,Compd1782,Plate18,5,293T,10uM,24h,Ardisiacrispin A,Cpd1782,23643-61-0,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)CCC89C3(CC(C1(C8CC(CC1)(C)C=O)CO9)O)C)C)C
sample5_547,Compd1783,Plate18,5,293T,10uM,24h,Ardisiacrispin B,Cpd1783,112766-96-8,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3COC(C(C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)C=O)CO9)O)C)C)C)CO)O)O)O)O)O
sample5_548,Compd1784,Plate18,5,293T,10uM,24h,Ardisicrenoside A,Cpd1784,160824-52-2,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3COC(C(C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)CO)CO9)O)C)C)C)CO)O)O)O)O)O
sample5_549,Compd1785,Plate18,5,293T,10uM,24h,Aegeline,Cpd1785,456-12-2,COC1=CC=C(C=C1)C(CNC(=O)C=CC2=CC=CC=C2)O
sample5_55,Compd1655,Plate17,5,293T,10uM,24h,Bruceine D,Cpd1655,21499-66-1,CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)C)O)O)C)O
sample5_550,Compd1786,Plate18,5,293T,10uM,24h,Anemarrhenasa ponin III,Cpd1786,163047-23-2,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)O)C)OC1
sample5_551,Compd1787,Plate18,5,293T,10uM,24h,Shikimic acid,Cpd1787,138-59-0,C1C(C(C(C=C1C(=O)O)O)O)O
sample5_552,Compd1788,Plate18,5,293T,10uM,24h,"Diosmetin-7-O-
β-D-
glucopyranoside",Cpd1788,20126-59-4,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
sample5_553,Compd1789,Plate18,5,293T,10uM,24h,Cassiaside B2,Cpd1789,218155-40-9,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)O)O)O)O
sample5_555,Compd1791,Plate18,5,293T,10uM,24h,Tilianin,Cpd1791,4291-60-5,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O
sample5_556,Compd1792,Plate18,5,293T,10uM,24h,Tigogenin,Cpd1792,77-60-1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1
sample5_557,Compd1793,Plate18,5,293T,10uM,24h,Siamenoside I,Cpd1793,126105-12-2,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(C6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)CO)O)O)O)C)O)C)C
sample5_558,Compd1794,Plate18,5,293T,10uM,24h,Kukoamine B,Cpd1794,164991-67-7,C1=CC(=C(C=C1CCC(=O)NCCCNCCCCN(CCCN)C(=O)CCC2=CC(=C(C=C2)O)O)O)O
sample5_559,Compd1795,Plate18,5,293T,10uM,24h,"Chrysophanol
tetraglucoside",Cpd1795,120181-08-0,CC1=CC2=C(C(=C1)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O)O)O)C(=O)C7=C(C2=O)C=CC=C7O
sample5_56,Compd1656,Plate17,5,293T,10uM,24h,Erianin,Cpd1656,95041-90-0,COC1=C(C=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC)O
sample5_560,Compd1796,Plate18,5,293T,10uM,24h,Kinsenoside,Cpd1796,151870-74-5,C1C(COC1=O)OC2C(C(C(C(O2)CO)O)O)O
sample5_561,Compd1797,Plate18,5,293T,10uM,24h,Glucoaurantio-o btusin,Cpd1797,129025-96-3,
sample5_562,Compd1798,Plate18,5,293T,10uM,24h,Gomisin N,Cpd1798,69176-52-9,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
sample5_563,Compd1799,Plate18,5,293T,10uM,24h,Darutoside,Cpd1799,59219-65-7,CC1(C2CCC3=CC(CCC3C2(CCC1OC4C(C(C(C(O4)CO)O)O)O)C)(C)C(CO)O)C
sample5_564,Compd1800,Plate18,5,293T,10uM,24h,Cassiaside,Cpd1800,123914-49-8,CC1=CC(=O)C2=C(O1)C=C3C=CC=C(C3=C2O)OC4C(C(C(C(O4)CO)O)O)O
sample5_565,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_566,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_567,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_568,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_569,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_57,Compd1657,Plate17,5,293T,10uM,24h,Pachypodol,Cpd1657,33708-72-4,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O
sample5_570,DMSO,Plate18,5,293T,10uM,24h,,,,
sample5_571,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_572,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_573,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_574,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_575,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_576,JQ1,Plate18,5,293T,10uM,24h,,,,
sample5_577,Compd1701,Plate18,5,293T,10uM,24h,Silydianin,Cpd1701,29782-68-1,COC1=C(C=CC(=C1)C2C3COC4(C3C(=CC2C4=O)C5C(C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O
sample5_578,Compd1702,Plate18,5,293T,10uM,24h,Loureirin A,Cpd1702,119425-89-7,COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC
sample5_579,Compd1703,Plate18,5,293T,10uM,24h,"Quercetin
3-O-rutinoside-(
1→2)-O-rhamn oside",Cpd1703,55696-57-6,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)OC6C(C(C(C(O6)C)O)O)O)O)O)O)O)O
sample5_58,Compd1658,Plate17,5,293T,10uM,24h,Procyanidin C1,Cpd1658,37064-30-5,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
sample5_580,Compd1704,Plate18,5,293T,10uM,24h,"(3R)-2,3-Dihydr o-5,7-dihydroxy
-3-[(4-hydroxyp henyl)methyl]-4 H-1-benzopyran
-4-one",Cpd1704,849727-88-4,C1C(C(=O)C2=C(C=C(C=C2O1)O)O)CC3=CC=C(C=C3)O
sample5_581,Compd1705,Plate18,5,293T,10uM,24h,Isobavachin,Cpd1705,31524-62-6,CC(=CCC1=C(C=CC2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)C
sample5_582,Compd1706,Plate18,5,293T,10uM,24h,Cyclosporin A,Cpd1706,59865-13-3,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
sample5_583,Compd1707,Plate18,5,293T,10uM,24h,Silyamandin,Cpd1707,1009565-36-9,COC1=C(C=CC(=C1)C2C3COC(=O)C3C(=CC2C(=O)O)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)O
sample5_584,Compd1708,Plate18,5,293T,10uM,24h,Mitoxantrone hydrochlorid,Cpd1708,70476-82-3,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl
sample5_585,Compd1709,Plate18,5,293T,10uM,24h,Lycorine Hydrochloride,Cpd1709,2188-68-3,C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4.Cl
sample5_586,Compd1710,Plate18,5,293T,10uM,24h,Alphalipoic acid,Cpd1710,1077-28-7,C1CSSC1CCCCC(=O)O
sample5_587,Compd1711,Plate18,5,293T,10uM,24h,Lapachol,Cpd1711,84-79-7,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C
sample5_588,Compd1712,Plate18,5,293T,10uM,24h,Stachyose,Cpd1712,470-55-3,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
sample5_589,Compd1713,Plate18,5,293T,10uM,24h,Nonivamide,Cpd1713,2444-46-4,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
sample5_59,Compd1659,Plate17,5,293T,10uM,24h,Yadanziolide A,Cpd1659,95258-14-3,CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)CO)O)O)C)O
sample5_590,Compd1714,Plate18,5,293T,10uM,24h,Cinchonin,Cpd1714,118-10-5,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
sample5_591,Compd1715,Plate18,5,293T,10uM,24h,Isocorydine,Cpd1715,475-67-2,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC
sample5_592,Compd1716,Plate18,5,293T,10uM,24h,Pinostrobin,Cpd1716,480-37-5,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)O
sample5_593,Compd1717,Plate18,5,293T,10uM,24h,(±)-Vasicine,Cpd1717,6159-56-4,C1CN2CC3=CC=CC=C3N=C2C1O
sample5_594,Compd1718,Plate18,5,293T,10uM,24h,(R)-Eucomol,Cpd1718,118204-64-1,COC1=CC=C(C=C1)CC2(COC3=CC(=CC(=C3C2=O)O)O)O
sample5_595,Compd1719,Plate18,5,293T,10uM,24h,Loureirin C,Cpd1719,116384-24-8,COC1=C(C=CC(=C1)O)CCC(=O)C2=CC=C(C=C2)O
sample5_596,Compd1720,Plate18,5,293T,10uM,24h,5-Demethylnobi letin,Cpd1720,2174-59-6,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC
sample5_597,Compd1721,Plate18,5,293T,10uM,24h,"4,4'-Dihydroxy-
2,6-dimethoxydi hydrochalcone",Cpd1721,151752-08-8,COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)OC)O
sample5_598,Compd1722,Plate18,5,293T,10uM,24h,Ajugol,Cpd1722,52949-83-4,CC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample5_599,Compd1723,Plate18,5,293T,10uM,24h,Macrozamin,Cpd1723,6327-93-1,C[N+](=NCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)[O-]
sample5_6,Compd1606,Plate17,5,293T,10uM,24h,"Rhaponticin
6''-O-gallate",Cpd1606,94356-23-7,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O)O)O
sample5_60,Compd1660,Plate17,5,293T,10uM,24h,Bruceantinol,Cpd1660,53729-52-5,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)(C)OC(=O)C)(OC5)C(=O)OC)O)O)C)O
sample5_600,Compd1724,Plate18,5,293T,10uM,24h,(+)-δ-Tocopher ol,Cpd1724,119-13-1,CC1=CC(=CC2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)O
sample5_601,Compd1725,Plate18,5,293T,10uM,24h,Quassin,Cpd1725,76-78-8,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC
sample5_602,Compd1726,Plate18,5,293T,10uM,24h,(-)-Syringaresin ol,Cpd1726,6216-81-5,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC
sample5_603,Compd1727,Plate18,5,293T,10uM,24h,Loureiriol,Cpd1727,479195-44-3,C1C(C(=O)C2=C(C=C(C=C2O1)O)O)(CC3=CC=C(C=C3)O)O
sample5_604,Compd1728,Plate18,5,293T,10uM,24h,"(3R)-2,3-Dihydr
o-7-hydroxy-3-[ (4-hydroxyphen yl)methyl]-4H-1
-benzopyran-4-o
ne",Cpd1728,1178893-64-5,C1C(C(=O)C2=C(O1)C=C(C=C2)O)CC3=CC=C(C=C3)O
sample5_605,Compd1729,Plate18,5,293T,10uM,24h,Loureirin D,Cpd1729,119425-91-1,COC1=CC(=CC(=C1CCC(=O)C2=CC=C(C=C2)O)O)O
sample5_606,Compd1730,Plate18,5,293T,10uM,24h,Taccalonolide A,Cpd1730,108885-68-3,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C
sample5_607,Compd1731,Plate18,5,293T,10uM,24h,Pinobanksin,Cpd1731,548-82-3,C1=CC=C(C=C1)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O
